customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4773-CHURN,Male,1,Yes,No,12,Yes,No,Two year,Credit card,28.81,353.03,No
4774-CHURN,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Mailed check,117.71,1190.6,Yes
4775-CHURN,Male,1,No,No,68,Yes,Fiber optic,Two year,Electronic check,101.11,6894.09,No
4776-CHURN,Female,0,No,Yes,2,Yes,Fiber optic,Month-to-month,Credit card,102.26,202.08,No
4777-CHURN,Male,0,No,No,16,Yes,Fiber optic,One year,Bank transfer,114.05,1878.04,No
4778-CHURN,Male,0,No,No,43,Yes,DSL,Two year,Bank transfer,68.9,3022.88,No
4779-CHURN,Male,0,Yes,Yes,60,Yes,DSL,Two year,Electronic check,64.74,3799.7,No
4780-CHURN,Male,0,No,Yes,5,Yes,DSL,Month-to-month,Mailed check,64.88,330.36,No
4781-CHURN,Male,0,Yes,Yes,64,Yes,Fiber optic,One year,Credit card,99.68,6234.14,No
4782-CHURN,Male,0,No,No,49,Yes,Fiber optic,One year,Bank transfer,101.61,4903.53,No
4783-CHURN,Female,1,Yes,No,1,Yes,DSL,Month-to-month,Mailed check,70.45,72.38,Yes
4784-CHURN,Male,0,Yes,No,68,Yes,No,Two year,Electronic check,28.08,1951.82,No
4785-CHURN,Male,0,No,Yes,19,No,DSL,One year,Credit card,54.76,1047.06,No
4786-CHURN,Male,0,Yes,No,64,Yes,DSL,Two year,Credit card,76.61,4961.62,No
4787-CHURN,Female,0,Yes,No,68,Yes,Fiber optic,Two year,Bank transfer,115.53,7662.6,No
4788-CHURN,Female,0,Yes,No,37,Yes,Fiber optic,One year,Bank transfer,114.66,4199.75,No
4789-CHURN,Male,0,Yes,Yes,36,Yes,No,Two year,Mailed check,31.53,1122.99,No
4790-CHURN,Male,0,No,Yes,30,Yes,Fiber optic,One year,Credit card,111.23,3243.33,No
4791-CHURN,Male,0,No,No,60,Yes,DSL,One year,Bank transfer,67.13,4077.12,No
4792-CHURN,Female,0,Yes,No,11,Yes,No,Month-to-month,Electronic check,29.67,322.6,Yes
4793-CHURN,Male,0,Yes,No,53,Yes,No,Two year,Electronic check,29.18,1558.89,No
4794-CHURN,Male,0,No,Yes,65,Yes,No,One year,Credit card,32.9,2077.84,No
4795-CHURN,Male,0,Yes,No,41,Yes,No,Two year,Credit card,31.17,1239.76,No
4796-CHURN,Male,1,Yes,Yes,12,No,DSL,One year,Mailed check,67.49,793.84,No
4797-CHURN,Male,1,Yes,No,43,Yes,No,Two year,Electronic check,29.36,1277.85,No
4798-CHURN,Female,0,No,No,58,Yes,No,Two year,Bank transfer,31.11,1815.66,No
4799-CHURN,Male,0,Yes,No,8,No,Fiber optic,Month-to-month,Bank transfer,103.18,810.63,Yes
4800-CHURN,Female,1,Yes,No,44,Yes,Fiber optic,Two year,Electronic check,99.89,4401.32,No
4801-CHURN,Male,1,No,No,61,Yes,Fiber optic,One year,Credit card,111.34,6840.32,No
4802-CHURN,Male,0,Yes,No,67,Yes,DSL,Two year,Mailed check,65.54,4506.83,No
4803-CHURN,Female,0,No,No,8,No,Fiber optic,Month-to-month,Mailed check,94.56,768.39,Yes
4804-CHURN,Male,1,Yes,No,63,Yes,No,Two year,Mailed check,31.58,1946.07,No
4805-CHURN,Female,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Bank transfer,106.8,1053.28,Yes
4806-CHURN,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Electronic check,116.42,347.24,Yes
4807-CHURN,Male,1,Yes,Yes,64,Yes,Fiber optic,Two year,Bank transfer,102.82,6424.64,No
4808-CHURN,Female,0,No,Yes,1,Yes,DSL,Month-to-month,Electronic check,65.31,65.53,No
4809-CHURN,Male,1,No,No,67,No,Fiber optic,Two year,Credit card,94.74,6502.62,No
4810-CHURN,Female,0,Yes,No,63,Yes,Fiber optic,One year,Credit card,115.04,7163.32,No
4811-CHURN,Male,1,Yes,No,68,No,DSL,Two year,Electronic check,65.71,4598.21,No
4812-CHURN,Female,0,Yes,No,72,Yes,No,Two year,Electronic check,29.85,2116.87,No
4813-CHURN,Male,1,No,No,15,Yes,No,Month-to-month,Bank transfer,32.05,479.95,Yes
4814-CHURN,Female,0,No,No,60,Yes,DSL,One year,Mailed check,64.17,3813.94,No
4815-CHURN,Female,0,Yes,No,68,Yes,Fiber optic,One year,Credit card,98.15,6597.36,No
4816-CHURN,Female,0,No,No,44,No,Fiber optic,Two year,Mailed check,105.3,4599.25,No
4817-CHURN,Female,0,No,Yes,10,No,Fiber optic,Month-to-month,Credit card,105.48,1025.21,Yes
4818-CHURN,Female,0,No,Yes,35,Yes,Fiber optic,Month-to-month,Electronic check,100.87,3537.23,No
4819-CHURN,Female,0,Yes,No,55,Yes,Fiber optic,Two year,Bank transfer,103.95,5800.06,No
4820-CHURN,Male,0,Yes,No,9,Yes,DSL,Month-to-month,Bank transfer,75.76,696.72,Yes
4821-CHURN,Male,0,Yes,Yes,11,Yes,DSL,Two year,Mailed check,64.26,699.41,No
4822-CHURN,Male,0,No,No,12,Yes,DSL,One year,Credit card,75.95,914.16,No
4823-CHURN,Male,1,No,No,16,Yes,Fiber optic,Month-to-month,Credit card,109.49,1793.13,Yes
4824-CHURN,Male,0,No,No,62,Yes,DSL,Two year,Credit card,72.86,4598.6,No
4825-CHURN,Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,109.9,1206.29,No
4826-CHURN,Male,0,Yes,No,22,Yes,DSL,Month-to-month,Mailed check,71.74,1546.54,No
4827-CHURN,Female,0,Yes,No,14,Yes,Fiber optic,Two year,Electronic check,101.7,1428.78,No
4828-CHURN,Male,0,No,No,65,Yes,DSL,Two year,Electronic check,66.54,4452.18,No
4829-CHURN,Male,0,Yes,No,38,Yes,DSL,Two year,Mailed check,71.7,2766.7,No
4830-CHURN,Female,1,Yes,No,71,Yes,No,Two year,Electronic check,30.01,2175.2,No
4831-CHURN,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Electronic check,108.83,1067.98,Yes
4832-CHURN,Female,0,Yes,Yes,63,Yes,Fiber optic,One year,Mailed check,103.07,6650.77,No
4833-CHURN,Female,0,Yes,Yes,63,Yes,Fiber optic,Two year,Electronic check,107.28,6561.61,No
4834-CHURN,Male,0,Yes,No,34,Yes,No,One year,Mailed check,28.72,997.7,No
4835-CHURN,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,Bank transfer,98.77,777.79,Yes
4836-CHURN,Male,0,No,No,65,Yes,DSL,Two year,Bank transfer,77.27,5059.53,No
4837-CHURN,Male,0,No,No,37,Yes,No,Two year,Mailed check,31.62,1155.41,No
4838-CHURN,Male,0,No,Yes,71,Yes,DSL,One year,Mailed check,70.47,4893.89,No
4839-CHURN,Male,0,No,Yes,67,Yes,No,One year,Mailed check,30.76,2029.65,No
4840-CHURN,Male,1,No,No,11,Yes,Fiber optic,Month-to-month,Electronic check,108.22,1188.49,Yes
4841-CHURN,Female,0,No,Yes,65,Yes,DSL,Two year,Bank transfer,76.48,5096.37,No
4842-CHURN,Female,0,No,No,34,Yes,No,One year,Bank transfer,31.87,1076.36,No
4843-CHURN,Male,0,Yes,No,22,Yes,DSL,One year,Electronic check,67.88,1453.57,No
4844-CHURN,Male,0,Yes,No,33,Yes,DSL,Month-to-month,Bank transfer,66.27,2124.42,No
4845-CHURN,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Credit card,99.33,488.0,Yes
4846-CHURN,Male,0,No,No,67,Yes,Fiber optic,Two year,Bank transfer,100.96,6582.51,No
4847-CHURN,Female,0,No,No,25,Yes,DSL,One year,Electronic check,70.35,1745.15,No
4848-CHURN,Male,1,No,No,12,Yes,Fiber optic,Month-to-month,Electronic check,102.05,1216.1,Yes
4849-CHURN,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Electronic check,104.25,964.83,Yes
4850-CHURN,Male,0,Yes,No,66,Yes,DSL,Two year,Electronic check,65.0,4240.12,No
4851-CHURN,Female,0,Yes,Yes,70,Yes,Fiber optic,One year,Electronic check,116.46,8200.59,No
4852-CHURN,Male,0,No,No,12,Yes,No,One year,Mailed check,28.17,344.51,No
4853-CHURN,Female,0,Yes,No,53,Yes,No,Two year,Mailed check,29.76,1578.51,No
4854-CHURN,Male,0,No,Yes,48,Yes,DSL,One year,Bank transfer,66.87,3247.62,No
4855-CHURN,Female,0,Yes,Yes,33,Yes,Fiber optic,One year,Mailed check,98.17,3331.82,No
4856-CHURN,Male,0,Yes,Yes,2,No,No,Month-to-month,Electronic check,22.64,44.8,No
4857-CHURN,Male,0,No,No,10,No,No,Month-to-month,Electronic check,19.57,190.7,Yes
4858-CHURN,Female,0,Yes,No,17,Yes,DSL,Month-to-month,Mailed check,70.53,1194.0,Yes
4859-CHURN,Female,0,Yes,Yes,8,Yes,DSL,Month-to-month,Mailed check,71.74,575.32,No
4860-CHURN,Female,0,No,No,12,Yes,DSL,Month-to-month,Electronic check,72.16,870.08,No
4861-CHURN,Female,1,Yes,No,29,Yes,Fiber optic,One year,Electronic check,107.21,3153.59,No
4862-CHURN,Female,1,No,No,66,Yes,DSL,One year,Electronic check,71.91,4859.42,No
4863-CHURN,Male,1,No,No,45,Yes,Fiber optic,Two year,Bank transfer,113.04,5086.85,No
4864-CHURN,Male,1,Yes,Yes,9,Yes,DSL,Month-to-month,Bank transfer,77.28,680.64,Yes
4865-CHURN,Male,0,No,No,69,Yes,No,One year,Bank transfer,31.29,2146.5,No
4866-CHURN,Female,0,Yes,No,61,Yes,DSL,One year,Credit card,69.93,4177.52,No
4867-CHURN,Male,0,No,No,59,Yes,Fiber optic,Two year,Credit card,106.89,6186.3,No
4868-CHURN,Male,0,No,No,70,Yes,Fiber optic,Two year,Electronic check,112.2,7619.18,No
4869-CHURN,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Mailed check,110.54,113.39,Yes
4870-CHURN,Female,0,Yes,Yes,64,Yes,Fiber optic,Two year,Electronic check,106.41,6910.46,No
4871-CHURN,Male,0,Yes,No,51,Yes,Fiber optic,Two year,Mailed check,104.72,5212.63,No
4872-CHURN,Male,1,Yes,No,65,No,DSL,Two year,Bank transfer,67.9,4524.75,No
4873-CHURN,Male,0,No,Yes,50,Yes,DSL,One year,Bank transfer,74.5,3807.78,No
4874-CHURN,Male,0,No,Yes,22,Yes,Fiber optic,One year,Electronic check,102.14,2302.34,Yes
4875-CHURN,Male,1,Yes,No,52,Yes,DSL,Two year,Bank transfer,67.38,3419.11,No
4876-CHURN,Female,0,No,No,62,Yes,DSL,Month-to-month,Credit card,76.41,4618.01,No
4877-CHURN,Female,0,Yes,Yes,7,No,DSL,Month-to-month,Electronic check,62.91,428.95,Yes
4878-CHURN,Female,0,Yes,No,67,Yes,Fiber optic,Two year,Bank transfer,104.22,7178.36,No
4879-CHURN,Male,0,Yes,No,34,Yes,Fiber optic,One year,Credit card,105.28,3613.98,No
4880-CHURN,Female,0,Yes,No,9,Yes,DSL,Month-to-month,Electronic check,68.68,606.18,Yes
4881-CHURN,Male,0,Yes,Yes,1,Yes,DSL,Month-to-month,Electronic check,65.79,67.48,Yes
4882-CHURN,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Bank transfer,108.22,970.66,Yes
4883-CHURN,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,113.31,115.25,No
4884-CHURN,Male,1,Yes,No,61,Yes,Fiber optic,Two year,Credit card,109.28,6720.55,No
4885-CHURN,Male,1,No,No,65,Yes,No,Two year,Bank transfer,31.28,2051.46,No
4886-CHURN,Female,0,Yes,No,70,Yes,Fiber optic,Two year,Mailed check,109.91,7665.88,No
4887-CHURN,Male,0,No,No,12,Yes,Fiber optic,One year,Electronic check,99.18,1182.66,No
4888-CHURN,Female,1,Yes,Yes,12,Yes,Fiber optic,Two year,Electronic check,101.76,1196.35,No
4889-CHURN,Male,1,No,No,6,Yes,Fiber optic,Month-to-month,Bank transfer,105.01,613.83,Yes
4890-CHURN,Female,1,No,Yes,67,No,DSL,Two year,Bank transfer,66.34,4558.92,No
4891-CHURN,Male,1,Yes,No,21,Yes,Fiber optic,Two year,Mailed check,104.97,2262.12,No
4892-CHURN,Male,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Credit card,104.54,632.56,Yes
4893-CHURN,Female,0,No,No,70,Yes,Fiber optic,Two year,Bank transfer,99.61,6925.87,No
4894-CHURN,Male,0,No,No,3,Yes,DSL,Month-to-month,Electronic check,77.58,226.11,Yes
4895-CHURN,Male,0,Yes,No,43,Yes,Fiber optic,One year,Credit card,113.57,4868.17,No
4896-CHURN,Male,0,Yes,Yes,61,No,Fiber optic,Two year,Bank transfer,103.32,6362.64,No
4897-CHURN,Male,0,No,No,8,Yes,Fiber optic,One year,Credit card,105.67,835.23,No
4898-CHURN,Male,0,No,Yes,68,Yes,DSL,Two year,Electronic check,64.18,4322.98,No
4899-CHURN,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Electronic check,103.27,1134.08,No
4900-CHURN,Female,0,Yes,No,8,Yes,No,Month-to-month,Mailed check,32.26,258.0,Yes
4901-CHURN,Male,0,Yes,No,5,Yes,Fiber optic,One year,Mailed check,101.61,515.45,No
4902-CHURN,Male,0,Yes,No,71,Yes,DSL,Two year,Credit card,76.41,5425.03,No
4903-CHURN,Male,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,Electronic check,108.72,5215.7,Yes
4904-CHURN,Male,0,Yes,No,2,Yes,No,Month-to-month,Electronic check,31.57,63.07,No
4905-CHURN,Female,1,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Mailed check,107.07,104.06,No
4906-CHURN,Male,0,Yes,No,61,Yes,DSL,Two year,Electronic check,76.98,4594.75,No
4907-CHURN,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Electronic check,102.79,520.68,No
4908-CHURN,Male,0,Yes,No,58,Yes,Fiber optic,Two year,Electronic check,109.45,6329.76,No
4909-CHURN,Female,0,Yes,No,68,Yes,Fiber optic,Two year,Electronic check,99.38,6742.11,No
4910-CHURN,Female,0,Yes,No,24,Yes,Fiber optic,One year,Mailed check,107.61,2656.71,No
4911-CHURN,Female,0,No,No,51,Yes,Fiber optic,Two year,Credit card,117.45,6015.63,No
4912-CHURN,Female,0,No,No,6,Yes,DSL,Month-to-month,Bank transfer,64.32,377.05,Yes
4913-CHURN,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Mailed check,108.13,2584.81,Yes
4914-CHURN,Male,0,Yes,No,6,Yes,Fiber optic,One year,Mailed check,110.05,662.73,No
4915-CHURN,Male,1,No,Yes,57,Yes,Fiber optic,One year,Mailed check,116.63,6463.42,No
4916-CHURN,Female,0,Yes,No,29,Yes,DSL,Two year,Credit card,67.46,1940.45,No
4917-CHURN,Male,0,Yes,Yes,66,Yes,Fiber optic,Two year,Bank transfer,108.06,7332.15,No
4918-CHURN,Male,0,No,No,65,Yes,DSL,Month-to-month,Electronic check,77.81,5133.91,No
4919-CHURN,Female,0,No,Yes,10,Yes,Fiber optic,Month-to-month,Credit card,113.38,1125.1,Yes
4920-CHURN,Male,0,No,No,50,Yes,DSL,Two year,Bank transfer,75.16,3704.36,No
4921-CHURN,Female,0,No,No,12,Yes,DSL,Month-to-month,Electronic check,74.71,884.86,Yes
4922-CHURN,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Mailed check,108.3,993.91,No
4923-CHURN,Female,0,Yes,No,21,Yes,No,Month-to-month,Bank transfer,30.17,629.83,No
4924-CHURN,Female,0,Yes,No,36,Yes,No,Two year,Electronic check,29.27,1075.42,No
4925-CHURN,Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Mailed check,107.32,219.9,Yes
4926-CHURN,Male,1,No,No,3,No,Fiber optic,Month-to-month,Bank transfer,88.41,264.66,Yes
4927-CHURN,Male,0,Yes,Yes,72,Yes,DSL,One year,Credit card,64.46,4765.11,No
4928-CHURN,Male,0,No,Yes,68,No,DSL,Two year,Credit card,57.31,3850.3,No
4929-CHURN,Female,0,Yes,No,66,Yes,Fiber optic,Two year,Electronic check,104.67,6808.75,No
4930-CHURN,Female,0,Yes,No,4,No,No,Month-to-month,Bank transfer,21.54,84.13,No
4931-CHURN,Male,0,Yes,No,15,Yes,No,Month-to-month,Credit card,28.86,426.3,No
4932-CHURN,Male,0,Yes,No,58,Yes,No,One year,Bank transfer,31.98,1885.18,No
4933-CHURN,Female,0,No,No,37,Yes,No,Two year,Bank transfer,32.0,1177.17,No
4934-CHURN,Male,0,Yes,No,49,Yes,DSL,One year,Electronic check,71.81,3444.41,No
4935-CHURN,Male,1,Yes,No,63,No,No,Two year,Credit card,20.46,1258.59,No
4936-CHURN,Male,0,Yes,Yes,71,Yes,Fiber optic,Two year,Mailed check,107.35,7617.39,No
4937-CHURN,Female,0,Yes,No,71,Yes,No,Two year,Electronic check,30.1,2142.15,No
4938-CHURN,Female,0,Yes,No,62,Yes,Fiber optic,One year,Credit card,99.77,6295.06,No
4939-CHURN,Female,0,Yes,No,63,Yes,Fiber optic,Two year,Credit card,111.11,7090.15,No
4940-CHURN,Female,0,No,Yes,68,Yes,DSL,Two year,Mailed check,71.66,4775.55,No
4941-CHURN,Male,0,Yes,No,3,Yes,DSL,Month-to-month,Bank transfer,63.24,187.18,Yes
4942-CHURN,Male,0,Yes,Yes,15,Yes,Fiber optic,One year,Bank transfer,102.05,1548.55,No
4943-CHURN,Female,1,No,No,10,Yes,No,Month-to-month,Mailed check,30.18,296.02,No
4944-CHURN,Male,1,Yes,No,5,No,DSL,Month-to-month,Mailed check,66.52,338.65,Yes
4945-CHURN,Female,0,Yes,No,3,Yes,DSL,One year,Credit card,77.85,235.76,No
4946-CHURN,Female,0,No,No,17,Yes,DSL,One year,Mailed check,74.27,1265.34,No
4947-CHURN,Female,0,Yes,No,8,Yes,DSL,Month-to-month,Mailed check,74.24,599.06,No
4948-CHURN,Female,0,No,Yes,57,Yes,DSL,Month-to-month,Electronic check,69.23,3851.34,No
4949-CHURN,Female,0,No,No,67,Yes,DSL,One year,Electronic check,71.56,4808.33,No
4950-CHURN,Female,1,No,No,9,Yes,DSL,One year,Mailed check,66.49,596.66,No
4951-CHURN,Male,0,No,No,10,Yes,No,Month-to-month,Credit card,31.69,317.15,Yes
4952-CHURN,Male,1,Yes,No,52,Yes,No,Two year,Mailed check,28.3,1457.27,No
4953-CHURN,Male,0,Yes,Yes,63,Yes,DSL,Two year,Mailed check,69.26,4355.05,No
4954-CHURN,Female,1,Yes,No,72,No,No,Two year,Mailed check,22.16,1632.21,No
4955-CHURN,Male,0,Yes,No,34,Yes,DSL,Month-to-month,Bank transfer,77.7,2617.21,No
4956-CHURN,Female,0,No,Yes,63,Yes,Fiber optic,Two year,Credit card,111.93,6859.05,No
4957-CHURN,Male,0,No,Yes,60,Yes,Fiber optic,Two year,Credit card,101.95,6027.62,No
4958-CHURN,Female,0,No,No,72,Yes,DSL,Two year,Electronic check,71.57,5138.93,No
4959-CHURN,Male,0,No,No,61,No,DSL,Two year,Credit card,61.41,3753.54,No
4960-CHURN,Female,0,Yes,No,21,Yes,No,One year,Mailed check,32.83,686.42,No
4961-CHURN,Female,0,No,No,64,No,DSL,Two year,Credit card,65.6,4280.67,No
4962-CHURN,Male,0,No,No,65,No,DSL,Two year,Credit card,53.74,3580.11,No
4963-CHURN,Male,1,No,No,58,Yes,No,Two year,Mailed check,29.1,1686.46,No
4964-CHURN,Female,1,Yes,No,66,Yes,DSL,Two year,Bank transfer,75.63,4864.56,No
4965-CHURN,Male,0,No,Yes,60,Yes,Fiber optic,Two year,Credit card,117.45,7013.59,No
4966-CHURN,Male,0,Yes,No,2,Yes,No,Month-to-month,Mailed check,29.47,57.81,Yes
4967-CHURN,Female,0,No,Yes,71,Yes,No,Two year,Electronic check,31.45,2203.94,No
4968-CHURN,Female,0,No,No,26,No,No,Two year,Mailed check,19.54,518.19,No
4969-CHURN,Female,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Mailed check,98.82,99.03,Yes
4970-CHURN,Male,0,No,No,65,Yes,DSL,Two year,Credit card,75.44,5000.28,No
4971-CHURN,Male,0,No,Yes,12,Yes,Fiber optic,One year,Electronic check,112.78,1392.79,No
4972-CHURN,Female,1,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Credit card,99.07,1092.73,Yes
4973-CHURN,Female,0,No,No,35,Yes,Fiber optic,One year,Mailed check,100.91,3619.21,No
4974-CHURN,Female,0,No,No,10,Yes,No,Month-to-month,Bank transfer,33.0,333.63,Yes
4975-CHURN,Male,0,No,No,71,Yes,No,Two year,Credit card,31.25,2165.74,No
4976-CHURN,Male,0,No,No,64,Yes,Fiber optic,Two year,Electronic check,114.01,7260.7,No
4977-CHURN,Male,0,Yes,No,64,Yes,DSL,Two year,Electronic check,68.83,4447.13,No
4978-CHURN,Male,0,No,Yes,3,Yes,DSL,Month-to-month,Electronic check,70.77,214.92,Yes
4979-CHURN,Male,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Electronic check,110.4,1127.89,Yes
4980-CHURN,Male,0,Yes,Yes,45,Yes,DSL,Two year,Bank transfer,75.09,3406.88,No
4981-CHURN,Female,0,No,No,70,No,DSL,Two year,Electronic check,58.08,3965.61,No
4982-CHURN,Male,0,No,Yes,44,Yes,Fiber optic,Two year,Credit card,111.45,4798.6,No
4983-CHURN,Female,0,No,Yes,55,Yes,Fiber optic,Two year,Credit card,113.51,6178.74,No
4984-CHURN,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Mailed check,114.1,563.45,Yes
4985-CHURN,Female,0,No,No,9,Yes,DSL,Month-to-month,Electronic check,70.49,623.81,Yes
4986-CHURN,Male,1,Yes,No,63,Yes,DSL,One year,Mailed check,70.1,4447.38,No
4987-CHURN,Female,0,No,No,47,Yes,DSL,Two year,Credit card,64.57,3021.99,No
4988-CHURN,Female,1,Yes,Yes,26,Yes,Fiber optic,Month-to-month,Bank transfer,107.95,2837.85,No
4989-CHURN,Female,0,No,No,65,Yes,Fiber optic,One year,Electronic check,112.04,7233.21,No
4990-CHURN,Female,0,No,Yes,72,Yes,Fiber optic,Two year,Electronic check,116.41,8267.91,No
4991-CHURN,Female,0,No,No,35,Yes,DSL,One year,Electronic check,64.88,2277.68,No
4992-CHURN,Female,0,Yes,No,65,Yes,DSL,One year,Electronic check,77.53,4917.52,No
4993-CHURN,Male,0,No,No,67,No,No,One year,Mailed check,19.17,1322.05,No
4994-CHURN,Female,0,No,No,34,No,DSL,Two year,Credit card,55.64,1909.42,No
4995-CHURN,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Electronic check,100.29,1078.18,Yes
4996-CHURN,Female,0,Yes,No,22,Yes,DSL,One year,Electronic check,77.85,1725.28,No
4997-CHURN,Male,0,No,Yes,61,Yes,DSL,Two year,Credit card,71.42,4245.38,No
4998-CHURN,Male,0,No,No,63,Yes,DSL,Two year,Credit card,67.06,4226.36,No
4999-CHURN,Female,0,No,Yes,47,Yes,No,Two year,Mailed check,29.59,1373.28,No
5000-CHURN,Female,0,No,No,1,Yes,DSL,Month-to-month,Credit card,77.25,78.18,No
5001-CHURN,Male,0,Yes,No,60,Yes,No,Two year,Mailed check,32.5,1948.49,No
5002-CHURN,Male,0,Yes,Yes,8,Yes,No,Month-to-month,Credit card,29.75,242.08,No
5003-CHURN,Female,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Credit card,99.27,97.66,No
5004-CHURN,Male,0,Yes,Yes,28,Yes,Fiber optic,One year,Credit card,114.67,3240.85,No
5005-CHURN,Female,0,No,No,68,Yes,No,One year,Electronic check,32.57,2239.72,No
5006-CHURN,Male,0,Yes,Yes,4,Yes,Fiber optic,Two year,Mailed check,114.75,458.38,No
5007-CHURN,Female,0,Yes,No,64,Yes,Fiber optic,One year,Electronic check,116.26,7600.6,No
5008-CHURN,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,Bank transfer,109.52,750.39,Yes
5009-CHURN,Male,0,No,No,1,Yes,DSL,Month-to-month,Electronic check,75.59,76.76,Yes
5010-CHURN,Male,0,Yes,No,38,No,DSL,Two year,Bank transfer,67.16,2495.73,No
5011-CHURN,Male,0,Yes,Yes,64,Yes,No,Two year,Electronic check,32.45,2034.05,No
5012-CHURN,Female,0,Yes,No,72,Yes,Fiber optic,One year,Bank transfer,109.74,7759.76,No
5013-CHURN,Female,0,Yes,Yes,19,Yes,Fiber optic,Two year,Bank transfer,112.93,2166.41,No
5014-CHURN,Female,0,No,No,58,Yes,Fiber optic,One year,Electronic check,112.43,6575.33,No
5015-CHURN,Male,0,Yes,No,25,No,No,One year,Credit card,22.01,548.46,No
5016-CHURN,Male,0,No,No,70,No,Fiber optic,One year,Electronic check,92.58,6408.46,No
5017-CHURN,Male,0,No,Yes,68,Yes,Fiber optic,One year,Electronic check,98.04,6711.83,No
5018-CHURN,Male,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Mailed check,108.2,635.34,Yes
5019-CHURN,Female,0,No,Yes,52,No,DSL,Two year,Bank transfer,64.48,3378.84,No
5020-CHURN,Female,0,No,No,61,Yes,DSL,Two year,Electronic check,64.88,3841.79,No
5021-CHURN,Female,0,No,Yes,1,No,No,Month-to-month,Electronic check,20.66,20.22,Yes
5022-CHURN,Male,0,No,No,50,Yes,No,Two year,Mailed check,29.57,1496.95,No
5023-CHURN,Female,1,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Credit card,114.76,821.35,Yes
5024-CHURN,Female,0,Yes,Yes,70,Yes,Fiber optic,One year,Electronic check,100.01,6822.43,No
5025-CHURN,Female,0,No,No,1,Yes,No,Month-to-month,Electronic check,32.24,32.51,No
5026-CHURN,Female,0,No,Yes,67,Yes,Fiber optic,Two year,Bank transfer,110.22,7190.63,No
5027-CHURN,Male,0,No,No,37,Yes,DSL,One year,Bank transfer,76.79,2905.83,No
5028-CHURN,Male,0,No,No,21,Yes,Fiber optic,Two year,Electronic check,116.71,2434.98,Yes
5029-CHURN,Female,1,Yes,Yes,5,Yes,DSL,Month-to-month,Electronic check,75.13,381.09,No
5030-CHURN,Male,0,No,No,6,Yes,No,Month-to-month,Mailed check,30.65,180.29,No
5031-CHURN,Male,0,Yes,No,65,Yes,Fiber optic,Two year,Bank transfer,100.85,6697.37,No
5032-CHURN,Female,0,Yes,Yes,4,Yes,DSL,Month-to-month,Electronic check,66.38,264.39,No
5033-CHURN,Female,1,No,Yes,23,Yes,No,Month-to-month,Mailed check,30.09,679.98,No
5034-CHURN,Female,0,Yes,No,4,Yes,No,Month-to-month,Electronic check,31.65,127.15,Yes
5035-CHURN,Male,0,No,Yes,6,Yes,DSL,Month-to-month,Bank transfer,71.17,421.59,Yes
5036-CHURN,Male,0,No,No,50,Yes,Fiber optic,Two year,Mailed check,106.77,5270.29,No
5037-CHURN,Female,0,Yes,No,5,Yes,Fiber optic,One year,Credit card,107.55,525.31,No
5038-CHURN,Female,0,No,Yes,38,Yes,Fiber optic,Month-to-month,Bank transfer,112.83,4213.94,Yes
5039-CHURN,Female,0,No,No,56,Yes,Fiber optic,Two year,Bank transfer,98.69,5625.41,No
5040-CHURN,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Bank transfer,106.85,1070.01,Yes
5041-CHURN,Female,0,Yes,No,54,Yes,No,Two year,Bank transfer,30.86,1651.94,No
5042-CHURN,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Electronic check,109.77,337.79,Yes
5043-CHURN,Male,0,Yes,No,62,Yes,DSL,Two year,Credit card,72.28,4561.32,No
